"taxon_id","no0_median","low_2pnt5pct","low_10pct","high_90pct","high_97pnt5pct","prevalence","f0to2pnt5","f2pnt5to10","f10to90","f90to97pnt5","f97pnt5up","flag_pattern","type_1","category","message","taxon_type","colour_code","description","low","high","id","sample_type"
942,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,808,"gut"
942,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5927,"gut"
943,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","#FFE1FF","NA",0,0,71,"gut"
1790,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6755,"gut"
1790,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1644,"gut"
1572,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1427,"gut"
1572,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6538,"gut"
661,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5693,"gut"
661,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,557,"gut"
343,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5409,"gut"
343,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,253,"gut"
1550,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1405,"gut"
1550,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6516,"gut"
344,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5410,"gut"
344,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,254,"gut"
853,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5869,"gut"
853,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,736,"gut"
2226,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2077,"gut"
2226,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7188,"gut"
2300,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2151,"gut"
2300,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7262,"gut"
345,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5411,"gut"
345,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,255,"gut"
854,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,737,"gut"
854,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5870,"gut"
855,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5871,"gut"
855,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,738,"gut"
250,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5329,"gut"
250,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,172,"gut"
784,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,678,"gut"
784,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5813,"gut"
2006,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6971,"gut"
2006,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1860,"gut"
2319,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2170,"gut"
2319,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7281,"gut"
2256,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2107,"gut"
2256,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7218,"gut"
506,"0",0,0,1,3,"NA","green","green","green","yellow","red","5","dog","Pathobiont","unknown","Other","NA","NA",0,0,5542,"gut"
65697,"0",0,0,5,10,"0","green","green","green","yellow","red","5","cat","0","0","Other","0","0",0,0,7924,"gut"
65697,"0",0,0,5,10,"0","green","green","green","yellow","red","5","dog","0","0","Other","0","0",0,0,8308,"gut"
544,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,441,"gut"
544,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5578,"gut"
2236,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7198,"gut"
2236,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2087,"gut"
2237,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7199,"gut"
2237,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2088,"gut"
1307,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1163,"gut"
1307,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6274,"gut"
2227,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7189,"gut"
2227,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2078,"gut"
2056,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1909,"gut"
2056,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7020,"gut"
1212,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6179,"gut"
1212,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1068,"gut"
856,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,739,"gut"
856,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5872,"gut"
839,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,725,"gut"
839,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5858,"gut"
1551,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1406,"gut"
1551,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6517,"gut"
1308,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1164,"gut"
1308,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6275,"gut"
1178,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1034,"gut"
1178,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6145,"gut"
857,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","Bacteria belonging to the Parvimonas genus occur in the oral cavity of dogs and are associated with periodontal disease. In particular, Parvimonas micra is thought to be a ‘keystone pathogen’ because it’s presence has been found to accelerate the damage caused by other oral pathogens. 

",0,0,740,"gut"
857,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","Bacteria belonging to the Parvimonas genus occur in the oral cavity of dogs and are associated with periodontal disease. In particular, Parvimonas micra is thought to be a ‘keystone pathogen’ because it’s presence has been found to accelerate the damage caused by other oral pathogens. 

",0,0,5873,"gut"
1147,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6115,"gut"
1147,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1004,"gut"
2228,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2079,"gut"
2228,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7190,"gut"
2057,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1910,"gut"
2057,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7021,"gut"
1213,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6180,"gut"
1213,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1069,"gut"
1552,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6518,"gut"
1552,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1407,"gut"
1214,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1070,"gut"
1214,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6181,"gut"
1553,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1408,"gut"
1553,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6519,"gut"
840,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5859,"gut"
840,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,726,"gut"
1309,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","Bacteria belonging to the Fusibacter genus are one of the most abundant bacteria found in the oral cavity of cats. After a cat has a dental cleaning, the amount of Fusibacter bacteria has been shown to decrease. 
",0,0,1165,"gut"
1309,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6276,"gut"
1310,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1166,"gut"
1310,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6277,"gut"
858,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","#FFE303","NA",0,0,750,"gut"
859,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,741,"gut"
859,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5874,"gut"
2259,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7221,"gut"
2259,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2110,"gut"
1554,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6520,"gut"
1554,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1409,"gut"
860,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5875,"gut"
860,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,742,"gut"
861,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5876,"gut"
861,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,743,"gut"
862,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,744,"gut"
862,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5877,"gut"
2173,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,114,"gut"
2173,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5272,"gut"
863,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,5878,"gut"
863,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,745,"gut"
1311,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6278,"gut"
1311,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1167,"gut"
2229,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2080,"gut"
2229,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7191,"gut"
2230,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7192,"gut"
2230,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2081,"gut"
2231,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7193,"gut"
2231,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2082,"gut"
1555,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1410,"gut"
1555,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6521,"gut"
2253,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7215,"gut"
2253,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2104,"gut"
58912,"0",0,0,5,10,"0","green","green","green","yellow","red","5","cat","0","0","Other","0","0",0,0,7892,"gut"
58912,"0",0,0,5,10,"0","green","green","green","yellow","red","5","dog","0","0","Other","0","0",0,0,8276,"gut"
1747,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,1601,"gut"
1747,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,6712,"gut"
2335,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2186,"gut"
2335,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","dog","non-core taxa","unknown","Other","NA","NA",0,0,7297,"gut"
2295,"0",0,0,5,10,"NA","green","green","green","yellow","red","5","cat","non-core taxa","unknown","Other","NA","NA",0,0,2146,"gut"
